price,carpet_area,bedroom,bathroom,transaction_type,floor_category,luxury_category,property_type,regions,balconies_iter,furnished_status_imputed,additional_room
0.78,710.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,2,0.0
0.91,1214.0,3.0,3.0,new property,High Floor,Low,flat,navi mumbai,3.0,0,0.0
1.4,1250.0,2.0,2.0,resale,Low Floor,High,flat,bangalore,2.0,1,0.0
1.0,387.0,4.0,4.0,resale,Mid Floor,Medium,residential,bangalore,3.0,0,1.0
2.75,650.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,1,0.0
0.6,960.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
2.1,1336.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,3.0,1,1.0
1.8,1000.0,6.0,6.0,resale,Low Floor,High,residential,bangalore,4.0,0,0.0
3.5,2500.0,4.0,3.0,new property,High Floor,Medium,residential,new delhi,2.0,1,1.0
1.25,1450.0,3.0,3.0,resale,Low Floor,Low,flat,gurgaon,3.0,1,0.0
8.3,3200.0,4.0,4.0,resale,High Floor,High,flat,noida,3.0,0,1.0
1.4,1460.0,3.0,2.0,resale,Mid Floor,Medium,flat,bangalore,3.0,1,1.0
16.46,5600.0,5.0,5.0,new property,High Floor,High,flat,bangalore,2.0,0,0.0
0.4,698.0,3.0,3.0,resale,High Floor,Low,flat,beyond thane,3.0,1,0.0
0.8,711.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,0,1.0
0.85,1025.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.1,900.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,1,0.0
0.53,547.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,1,0.0
0.29,633.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
0.99,969.0,2.0,2.0,resale,High Floor,Medium,flat,beyond thane,2.0,0,0.0
2.47,1184.0,2.0,3.0,resale,High Floor,Low,flat,noida,2.0,0,1.0
0.79,749.0,2.0,2.0,new property,Mid Floor,Low,flat,pune,2.0,0,0.0
0.57,778.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
1.12,1023.0,3.0,2.0,resale,High Floor,Low,flat,greater noida,4.0,1,0.0
0.7,1035.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,2.0,2,0.0
2.22,1696.0,3.0,3.0,new property,High Floor,High,flat,bangalore,3.0,0,0.0
1.0,888.0,3.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,2,0.0
0.9,813.0,2.0,2.0,resale,High Floor,Low,flat,beyond thane,4.0,2,0.0
2.43,1116.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,0.0
1.0,1000.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,1,0.0
2.1,1000.0,3.0,3.0,resale,Mid Floor,Medium,flat,navi mumbai,2.0,1,0.0
0.98,710.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,1,0.0
0.87,780.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.47,665.0,3.0,3.0,resale,High Floor,Low,flat,thane,3.0,0,0.0
0.72,1100.0,2.0,2.0,resale,Mid Floor,Medium,flat,pune,2.0,0,1.0
4.2,1894.0,3.0,4.0,resale,High Floor,High,flat,noida,4.0,1,1.0
0.63,778.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.76,765.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,3.0,0,1.0
1.6,2250.0,3.0,3.0,resale,Low Floor,Medium,residential,bangalore,3.0,0,0.0
0.78,1150.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.45,1064.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
2.75,1600.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,1,0.0
1.7,1515.0,3.0,3.0,resale,Mid Floor,High,flat,noida,3.0,0,0.0
0.52,756.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.8,871.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,3.0,1,1.0
2.1,1079.0,3.0,2.0,resale,Mid Floor,Low,flat,noida,3.0,2,0.0
1.3,1360.0,6.0,5.0,resale,High Floor,Medium,residential,bangalore,4.0,0,0.0
0.79,810.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
3.25,1020.0,3.0,3.0,resale,High Floor,Medium,residential,bangalore,3.0,1,0.0
4.2,2240.0,4.0,5.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
3.75,2654.0,4.0,4.0,resale,High Floor,Low,flat,bangalore,4.0,0,1.0
11.0,3240.0,4.0,4.0,resale,High Floor,Medium,villa,gurgaon,2.0,1,0.0
0.55,1078.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,bangalore,2.0,1,0.0
3.5,1822.0,3.0,3.0,resale,Mid Floor,High,flat,navi mumbai,3.0,0,0.0
0.35,530.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,greater noida,2.0,2,0.0
1.48,1215.0,3.0,3.0,new property,High Floor,Low,flat,pune,3.0,0,0.0
0.88,868.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
6.75,4200.0,6.0,6.0,resale,High Floor,High,villa,gurgaon,5.0,1,1.0
0.45,713.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,new delhi,2.0,0,0.0
0.75,820.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,2.0,1,0.0
1.05,770.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,2,0.0
2.8,2266.0,4.0,4.0,new property,Mid Floor,High,builder-floor,gurgaon,2.0,0,0.0
2.0,1000.0,3.0,3.0,resale,Mid Floor,Medium,flat,navi mumbai,6.0,0,0.0
3.76,2280.0,3.0,2.0,new property,High Floor,Medium,flat,bangalore,2.0,0,1.0
2.77,1640.0,3.0,3.0,new property,High Floor,Medium,flat,bangalore,3.0,1,0.0
0.58,594.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,0,0.0
1.0,864.0,3.0,3.0,resale,Mid Floor,Low,flat,beyond thane,3.0,2,0.0
2.0,1040.0,4.0,4.0,resale,High Floor,High,flat,navi mumbai,7.0,0,0.0
2.82,1253.0,3.0,4.0,new property,Low Floor,Medium,flat,gurgaon,3.0,2,1.0
4.1,1200.0,3.0,3.0,resale,Mid Floor,Low,flat,mumbai,3.0,0,1.0
1.0,626.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,1.0
0.8,900.0,3.0,3.0,new property,Low Floor,Medium,flat,new delhi,2.0,0,0.0
2.7,946.0,2.0,2.0,resale,High Floor,Medium,flat,mumbai,3.0,1,1.0
0.46,850.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.4,684.0,2.0,2.0,resale,Low Floor,Low,builder-floor,new delhi,2.0,1,0.0
0.28,780.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,3.0,2,0.0
4.8,1927.0,3.0,3.0,resale,Low Floor,High,flat,bangalore,2.0,0,1.0
7.0,1734.0,5.0,4.0,resale,High Floor,Low,flat,mumbai,4.0,0,1.0
0.8,1080.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,0.0
0.98,744.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,2.0,0,0.0
1.88,1814.0,3.0,3.0,new property,Low Floor,High,flat,bangalore,2.0,0,1.0
0.62,725.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,1,0.0
3.5,2880.0,6.0,6.0,resale,Low Floor,High,residential,bangalore,4.0,0,0.0
1.5,1212.0,3.0,3.0,resale,High Floor,High,flat,noida,3.0,0,0.0
1.7,785.0,2.0,2.0,resale,High Floor,Medium,flat,mumbai,2.0,2,1.0
1.15,1408.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
0.82,1087.0,3.0,3.0,resale,Mid Floor,Low,flat,noida,3.0,1,0.0
3.7,3800.0,4.0,4.0,resale,High Floor,Low,villa,bangalore,2.0,1,1.0
1.05,950.0,3.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.35,1120.0,4.0,2.0,resale,High Floor,Medium,residential,bangalore,3.0,0,0.0
2.02,1301.0,3.0,3.0,new property,High Floor,Medium,flat,bangalore,2.0,0,1.0
0.92,754.0,2.0,2.0,resale,High Floor,Medium,flat,greater noida,3.0,1,0.0
0.76,750.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,3.0,0,0.0
0.65,580.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
2.5,1200.0,10.0,5.0,resale,Low Floor,High,residential,bangalore,4.0,1,0.0
1.7,1650.0,2.0,3.0,resale,High Floor,Medium,villa,navi mumbai,2.0,0,1.0
13.75,3070.0,4.0,4.0,new property,High Floor,Medium,flat,gurgaon,4.0,0,0.0
1.36,736.0,2.0,2.0,new property,High Floor,Low,flat,greater noida,4.0,0,1.0
20.0,5850.0,5.0,5.0,resale,High Floor,High,villa,new delhi,5.0,1,0.0
1.1,2500.0,2.0,3.0,resale,High Floor,Medium,villa,bangalore,3.0,1,1.0
3.0,1266.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,1,0.0
4.2,1920.0,4.0,4.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,0.0
1.1,600.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
0.47,576.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
3.2,1500.0,2.0,2.0,resale,Low Floor,Medium,flat,bangalore,2.0,2,1.0
1.55,1593.0,3.0,3.0,resale,High Floor,Medium,villa,bangalore,3.0,0,1.0
5.85,1322.0,3.0,3.0,new property,High Floor,Medium,flat,mumbai,3.0,0,1.0
2.55,1405.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,2,0.0
1.3,1200.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.95,754.0,4.0,4.0,resale,High Floor,Low,flat,noida,3.0,1,0.0
0.92,974.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
2.0,1341.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,2,0.0
2.29,1679.0,4.0,4.0,new property,High Floor,Low,flat,pune,3.0,0,0.0
0.36,300.0,2.0,3.0,resale,Low Floor,Medium,residential,navi mumbai,3.0,0,0.0
0.73,1545.0,3.0,3.0,new property,High Floor,Medium,villa,greater noida,3.0,1,1.0
1.0,1474.0,3.0,3.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.63,3250.0,4.0,5.0,resale,High Floor,Medium,villa,noida,3.0,2,1.0
4.8,2410.0,4.0,4.0,resale,High Floor,High,flat,bangalore,2.0,0,1.0
4.05,1560.0,3.0,3.0,new property,High Floor,Low,flat,bangalore,2.0,0,0.0
0.95,1000.0,2.0,2.0,resale,Low Floor,Low,flat,noida,2.0,1,0.0
2.2,800.0,5.0,4.0,resale,High Floor,Medium,residential,bangalore,3.0,0,0.0
2.55,1225.0,3.0,3.0,new property,Low Floor,Medium,flat,pune,3.0,0,1.0
1.61,1450.0,3.0,2.0,resale,Low Floor,Low,flat,noida,3.0,0,0.0
0.65,795.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,2.0,0,0.0
3.25,1980.0,4.0,3.0,resale,Mid Floor,Medium,builder-floor,new delhi,3.0,2,0.0
0.9,1023.0,3.0,3.0,resale,Mid Floor,Medium,flat,noida,3.0,0,0.0
0.6,800.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,4.0,1,0.0
1.66,1935.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
3.9,2016.0,4.0,5.0,resale,Mid Floor,Medium,builder-floor,bangalore,3.0,1,1.0
1.4,725.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,4.0,0,0.0
1.65,934.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,1.0
1.75,1053.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,0,0.0
3.73,800.0,3.0,3.0,resale,High Floor,Low,flat,mumbai,3.0,0,1.0
0.89,595.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,3.0,0,1.0
4.5,1894.0,3.0,3.0,resale,High Floor,High,flat,noida,3.0,1,1.0
1.31,480.0,2.0,2.0,resale,Low Floor,Low,residential,bangalore,2.0,0,0.0
0.79,643.0,3.0,2.0,resale,Mid Floor,Medium,flat,gurgaon,2.0,0,0.0
0.9,728.0,3.0,3.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.0,900.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,1,0.0
0.45,1150.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,new delhi,2.0,2,0.0
5.35,2250.0,4.0,4.0,resale,Low Floor,Medium,builder-floor,gurgaon,2.0,0,1.0
0.41,935.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
0.42,800.0,3.0,2.0,new property,Low Floor,Low,builder-floor,new delhi,3.0,1,0.0
0.55,946.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.5,1404.0,3.0,2.0,resale,Mid Floor,Medium,flat,noida,4.0,0,0.0
0.33,680.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.56,880.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.64,698.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,1,0.0
0.88,637.0,2.0,2.0,new property,High Floor,Low,flat,navi mumbai,2.0,0,0.0
1.2,1076.0,3.0,2.0,resale,Low Floor,Low,flat,noida,4.0,0,1.0
1.0,1490.0,3.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,0,0.0
0.27,486.0,2.0,2.0,resale,Low Floor,Medium,flat,beyond thane,2.0,0,0.0
2.7,1200.0,3.0,3.0,resale,High Floor,Low,flat,beyond thane,2.0,2,1.0
6.5,1470.0,3.0,3.0,resale,High Floor,Medium,flat,mumbai,3.0,0,1.0
3.0,3000.0,4.0,4.0,resale,Low Floor,Low,flat,pune,2.0,0,0.0
8.41,4554.0,5.0,6.0,resale,Mid Floor,High,flat,greater noida,5.0,1,1.0
2.05,1172.0,3.0,2.0,resale,Mid Floor,Medium,flat,gurgaon,2.0,1,1.0
4.5,1300.0,4.0,4.0,resale,Mid Floor,Low,flat,navi mumbai,3.0,1,0.0
4.0,2235.0,4.0,4.0,resale,Mid Floor,Medium,flat,noida,2.0,1,0.0
2.8,1400.0,3.0,3.0,resale,Mid Floor,Medium,flat,pune,2.0,0,1.0
1.5,1233.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
3.25,1300.0,3.0,3.0,resale,Mid Floor,Medium,flat,thane,3.0,1,1.0
1.0,791.0,2.0,2.0,resale,Low Floor,Low,flat,gurgaon,2.0,1,0.0
0.7,1136.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,2.0,0,0.0
1.6,973.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
0.92,1205.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,0.0
0.94,1000.0,3.0,3.0,resale,High Floor,Low,flat,navi mumbai,3.0,1,0.0
3.5,2450.0,5.0,5.0,resale,High Floor,High,flat,pune,2.0,0,1.0
1.95,1515.0,3.0,3.0,resale,Mid Floor,Low,flat,greater noida,3.0,0,0.0
0.65,844.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
2.6,1100.0,2.0,2.0,resale,High Floor,Medium,flat,gurgaon,4.0,1,0.0
0.8,560.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,3.0,1,0.0
3.55,1414.0,3.0,3.0,resale,High Floor,Low,flat,bangalore,2.0,0,1.0
0.6,719.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,0,0.0
0.65,964.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
2.8,1650.0,2.0,2.0,resale,High Floor,Medium,villa,bangalore,2.0,1,1.0
4.8,1318.0,3.0,3.0,resale,High Floor,Medium,flat,mumbai,3.0,0,1.0
0.68,985.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,0,1.0
1.29,780.0,2.0,2.0,new property,High Floor,Low,flat,bangalore,2.0,0,0.0
1.47,1109.0,2.0,2.0,new property,High Floor,Low,flat,bangalore,2.0,0,0.0
1.8,810.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.8,800.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,3.0,1,0.0
0.79,875.0,3.0,3.0,new property,Mid Floor,Medium,flat,pune,5.0,0,0.0
0.48,450.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
8.5,2565.0,4.0,4.0,new property,Mid Floor,Medium,builder-floor,new delhi,2.0,1,1.0
0.85,727.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.5,1370.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,0.0
1.5,1102.0,3.0,3.0,resale,High Floor,Medium,flat,noida,3.0,2,0.0
0.85,1061.0,3.0,3.0,resale,Low Floor,Medium,flat,noida,3.0,1,0.0
1.85,1480.0,3.0,4.0,resale,Mid Floor,High,flat,pune,2.0,0,1.0
1.35,1641.0,3.0,3.0,resale,Mid Floor,Low,flat,gurgaon,3.0,1,0.0
1.9,4320.0,10.0,3.0,resale,Low Floor,Medium,residential,bangalore,4.0,1,0.0
2.3,1370.0,3.0,3.0,new property,Low Floor,Low,flat,pune,3.0,0,0.0
3.85,1700.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,3.0,0,1.0
7.47,3912.0,5.0,5.0,new property,High Floor,High,flat,bangalore,3.0,0,0.0
6.5,2795.0,4.0,6.0,resale,High Floor,High,flat,bangalore,2.0,0,1.0
1.92,1000.0,3.0,2.0,resale,Low Floor,Low,flat,gurgaon,2.0,1,0.0
0.67,838.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,3.0,0,0.0
0.36,702.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
9.45,1700.0,4.0,4.0,resale,High Floor,Medium,flat,mumbai,3.0,0,1.0
1.1,1485.0,3.0,3.0,resale,Low Floor,Medium,flat,new delhi,3.0,0,0.0
7.0,2930.0,4.0,5.0,resale,High Floor,Medium,villa,bangalore,3.0,2,1.0
1.15,660.0,3.0,3.0,new property,Low Floor,Low,flat,beyond thane,3.0,0,0.0
0.8,855.0,3.0,2.0,new property,Low Floor,Low,builder-floor,new delhi,3.0,1,0.0
3.6,1326.0,3.0,3.0,resale,Mid Floor,Low,flat,pune,2.0,1,0.0
2.7,2045.0,4.0,4.0,resale,High Floor,Low,villa,greater noida,4.0,1,1.0
1.85,1027.0,3.0,3.0,resale,Mid Floor,Low,flat,thane,5.0,0,0.0
0.9,791.0,2.0,2.0,resale,High Floor,Medium,flat,greater noida,4.0,0,0.0
2.6,912.0,3.0,3.0,resale,High Floor,High,flat,mumbai,3.0,0,0.0
0.69,641.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
3.35,1134.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,2.0,0,1.0
0.93,900.0,3.0,2.0,resale,Mid Floor,Medium,builder-floor,new delhi,2.0,1,0.0
2.55,1345.0,3.0,4.0,resale,High Floor,High,flat,noida,3.0,1,1.0
0.78,1250.0,3.0,2.0,new property,Low Floor,Low,builder-floor,new delhi,2.0,1,0.0
2.35,2500.0,4.0,4.0,resale,Mid Floor,High,flat,bangalore,2.0,0,1.0
4.05,2131.0,4.0,5.0,resale,High Floor,High,flat,bangalore,2.0,1,0.0
1.0,936.0,3.0,2.0,resale,High Floor,Low,flat,noida,3.0,1,0.0
1.5,1200.0,2.0,2.0,resale,Low Floor,Low,residential,bangalore,2.0,1,0.0
0.94,900.0,2.0,2.0,new property,High Floor,Medium,flat,greater noida,3.0,1,1.0
1.54,1536.0,4.0,4.0,new property,High Floor,Low,flat,pune,3.0,0,0.0
11.2,5600.0,8.0,8.0,resale,High Floor,High,villa,bangalore,5.0,1,1.0
1.45,550.0,2.0,2.0,resale,Mid Floor,Medium,flat,mumbai,2.0,0,1.0
8.0,1500.0,3.0,3.0,resale,High Floor,Medium,penthouse,mumbai,3.0,0,1.0
0.58,576.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,1,0.0
0.78,855.0,3.0,2.0,resale,Mid Floor,Medium,builder-floor,new delhi,3.0,0,0.0
2.25,650.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,2,0.0
1.3,940.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,2,1.0
1.42,1352.0,3.0,3.0,new property,Low Floor,Medium,flat,bangalore,3.0,0,0.0
1.36,1120.0,3.0,2.0,resale,Low Floor,Low,flat,bangalore,3.0,1,0.0
1.2,1039.0,3.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.0,621.0,2.0,2.0,new property,High Floor,Low,flat,pune,2.0,0,0.0
14.0,2086.0,4.0,4.0,resale,Mid Floor,Medium,flat,mumbai,3.0,0,1.0
1.0,909.0,2.0,2.0,resale,Low Floor,Low,flat,mumbai,4.0,0,0.0
0.9,727.0,2.0,2.0,resale,Low Floor,Medium,flat,beyond thane,4.0,0,0.0
1.6,575.0,2.0,2.0,new property,Mid Floor,Low,flat,mumbai,2.0,0,0.0
0.72,537.0,2.0,2.0,resale,High Floor,Low,flat,beyond thane,2.0,0,0.0
0.65,846.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
9.62,2803.0,4.0,4.0,new property,High Floor,Medium,flat,noida,5.0,0,0.0
0.97,984.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
1.0,1150.0,3.0,2.0,resale,Mid Floor,Medium,flat,pune,2.0,2,0.0
1.4,1088.0,3.0,3.0,resale,High Floor,Low,flat,noida,3.0,0,1.0
0.84,844.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.65,1900.0,3.0,3.0,resale,Mid Floor,High,flat,bangalore,2.0,1,0.0
0.45,1080.0,3.0,2.0,resale,Low Floor,Low,flat,greater noida,3.0,1,0.0
0.55,810.0,2.0,2.0,resale,Mid Floor,Medium,flat,pune,2.0,1,1.0
0.8,672.0,2.0,2.0,new property,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
5.5,1450.0,4.0,4.0,resale,Mid Floor,Medium,flat,mumbai,3.0,0,1.0
1.2,1200.0,3.0,3.0,resale,High Floor,Medium,residential,bangalore,2.0,0,0.0
3.45,2314.0,3.0,3.0,new property,Low Floor,Medium,flat,bangalore,2.0,1,0.0
1.65,1175.0,3.0,3.0,resale,Low Floor,High,flat,pune,3.0,0,0.0
0.92,972.0,3.0,3.0,resale,Low Floor,Low,flat,navi mumbai,3.0,0,0.0
1.75,1325.0,3.0,2.0,resale,Mid Floor,Low,flat,noida,3.0,1,0.0
0.49,1121.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,0,0.0
3.65,1586.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,2.0,0,1.0
1.02,886.0,2.0,2.0,new property,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.72,700.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
0.6,864.0,3.0,2.0,resale,Low Floor,Low,flat,pune,3.0,0,0.0
0.9,1123.0,3.0,2.0,new property,Mid Floor,Medium,flat,bangalore,3.0,2,0.0
1.82,1296.0,3.0,3.0,resale,Mid Floor,Medium,flat,pune,3.0,0,0.0
0.79,900.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
2.33,1074.0,3.0,5.0,new property,High Floor,Medium,flat,thane,2.0,0,1.0
6.0,3000.0,4.0,4.0,resale,Low Floor,Medium,flat,greater noida,4.0,2,0.0
1.4,670.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,0,0.0
0.88,1030.0,3.0,2.0,new property,Mid Floor,Low,flat,noida,3.0,0,1.0
4.45,1450.0,3.0,3.0,new property,Low Floor,Low,builder-floor,new delhi,3.0,1,1.0
3.92,1622.0,3.0,4.0,resale,High Floor,Medium,flat,gurgaon,5.0,0,1.0
1.5,1186.0,3.0,2.0,resale,High Floor,Medium,flat,greater noida,4.0,1,0.0
0.6,700.0,2.0,2.0,resale,Low Floor,Low,flat,thane,2.0,0,0.0
6.0,2038.0,8.0,6.0,resale,High Floor,High,residential,noida,4.0,2,0.0
0.95,575.0,2.0,2.0,resale,High Floor,Low,flat,mumbai,2.0,0,1.0
3.4,1129.0,3.0,3.0,resale,High Floor,High,flat,mumbai,3.0,0,1.0
0.45,654.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
1.26,1036.0,3.0,2.0,resale,High Floor,Medium,flat,gurgaon,2.0,0,0.0
1.2,1250.0,2.0,2.0,resale,High Floor,Low,flat,noida,2.0,0,0.0
1.24,966.0,3.0,2.0,new property,High Floor,Low,flat,greater noida,5.0,0,1.0
1.85,939.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
0.56,746.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,0,0.0
0.68,540.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,2,0.0
0.9,1000.0,3.0,2.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
3.55,1076.0,3.0,3.0,new property,High Floor,Low,flat,mumbai,3.0,0,0.0
1.5,1980.0,3.0,3.0,resale,Low Floor,Low,flat,bangalore,4.0,0,0.0
8.0,2050.0,4.0,4.0,resale,Low Floor,Medium,flat,new delhi,3.0,0,0.0
0.8,845.0,2.0,2.0,resale,High Floor,Low,flat,noida,2.0,0,0.0
2.8,1130.0,3.0,3.0,resale,Mid Floor,Low,flat,navi mumbai,3.0,2,0.0
0.45,568.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,2.0,2,0.0
1.35,1200.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,0,1.0
0.93,530.0,2.0,2.0,new property,High Floor,Low,flat,thane,2.0,0,0.0
11.0,2200.0,5.0,4.0,resale,Mid Floor,Medium,flat,mumbai,4.0,0,1.0
0.86,1105.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.95,775.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
0.38,583.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,0,0.0
1.0,1050.0,3.0,2.0,resale,High Floor,Low,flat,noida,4.0,2,0.0
0.46,440.0,2.0,2.0,new property,High Floor,Low,flat,navi mumbai,2.0,0,0.0
0.65,940.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.74,1082.0,3.0,3.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,1.0
2.8,985.0,3.0,3.0,resale,Low Floor,Medium,flat,mumbai,3.0,1,1.0
2.45,618.0,2.0,2.0,new property,High Floor,Low,flat,mumbai,2.0,0,0.0
